gut_status,diet_state,n_scenarios,mean_final_A_MLN,mean_final_A_macrophage,mean_final_A_systemic,mean_AUC_MLN,mean_lymphatic_burden_index
barrier-impaired,high-fat,8100,0.9219770603344841,2.5454467156139686,2.3449828934817587,146.5390337357324,0.4406976589664713
barrier-impaired,normal,8100,0.890456751086008,2.452105687834369,2.039993497885585,141.38185197350714,0.41605402851159834
inflamed,high-fat,8100,0.7735556838952672,1.8038629039360792,1.9712462160694935,123.07716970963294,0.3576000276159458
inflamed,normal,8100,0.74809960003721,1.7395778786953275,1.708250509763317,118.89939301361449,0.33548311735126024
normal,high-fat,8100,0.4122309413018892,0.5926022156795199,0.8983814116078064,65.5768922367307,0.1441590834008209
normal,normal,8100,0.39594868065397926,0.5675882026720052,0.7772822998469836,62.917591894139925,0.1304745067557828
