metric,count,mean,std,min,25%,50%,75%,max
particle_hazard_potential,48600.0,0.6479041597570084,0.09889531168019504,0.4007219161310038,0.5691022353669741,0.665659348656496,0.7245940839893238,0.8499133944177174
interaction_risk_proxy,48600.0,0.6124607273842432,0.07491003319400902,0.3636294997779042,0.560621490940881,0.6164745132388864,0.6671997713986911,0.8187628547908329
lymphatic_burden_index,48600.0,0.3040780704336465,0.2213610124159202,0.0,0.1392829306989668,0.230617377610565,0.4399794988461186,1.0
macrophage_activation_score,48600.0,0.4055798001315607,0.1390560239891024,0.1679852696778024,0.3027998044991941,0.3651317187626276,0.4867660817262478,0.9198730930140804
ROS_score,48600.0,0.44377707608466094,0.12293460375336446,0.2030182632430046,0.3554155601706876,0.4153596781661846,0.5114786922906246,0.9075654524046798
cytokine_activation_score,48600.0,0.4224255912171961,0.14690402939658817,0.1736399468342511,0.31159524896355645,0.38260102979212596,0.5123442224892766,0.9137962479322984
systemic_inflammatory_spillover_score,48600.0,0.40628265274872594,0.15929637560591448,0.1619543212863773,0.2838639304436661,0.3673621334548143,0.502894938748872,0.9149542935016044
immune_dysregulation_score,48600.0,0.43270555708841235,0.1523362548969721,0.1702921307267669,0.31462924832879274,0.39566888203479156,0.5254030119646912,0.932811352038478
lymphatic_microplastic_immune_risk_index,48600.0,0.46049991625439984,0.12391516320150696,0.211451928929432,0.3692077347425663,0.4353567876789628,0.5402681554463249,0.874641652884942
