polymer,size_class,shape,aging,n_scenarios,baseline_mean_risk,mc_mean_risk,mc_sd_risk,mean_prob_severe,mean_prob_high_or_severe,mean_uncertainty_band,stable_classification_rate
PP,larger microplastic,fiber,oxidized,216,0.45699823142687196,0.4570251764684868,0.016175720226684936,0.017978395061728394,0.33310185185185187,0.05294121136665548,0.8472222222222222
PS,larger microplastic,fiber,UV-aged,216,0.45691380574983576,0.4568740068942758,0.016259687388271507,0.015679012345679012,0.33121913580246914,0.05283081466405819,0.8611111111111112
PS,small microplastic,sphere,oxidized,216,0.4564255988930799,0.4564884701821868,0.01619448630247171,0.01770061728395062,0.3309722222222222,0.05285471777988472,0.8425925925925926
PP,nano-scale,fragment,pristine,432,0.45638885333086343,0.4563111244988016,0.01620655981321105,0.017037037037037038,0.3272145061728395,0.052749741769797756,0.8518518518518519
PE,submicron-to-small,fiber,pristine,216,0.45625540242642343,0.4561222997312615,0.016147856535021904,0.01861111111111111,0.3308487654320988,0.052689811969879444,0.8472222222222222
PP,submicron-to-small,sphere,UV-aged,216,0.4551499670516237,0.4549826099032955,0.01615093434697256,0.017762345679012345,0.3274691358024691,0.05249394318969188,0.8518518518518519
PE,small microplastic,fragment,UV-aged,216,0.45496281216155443,0.45495313770268325,0.016101505108673104,0.018703703703703705,0.32834876543209873,0.0525024112061686,0.8518518518518519
PVC,nano-scale,fragment,pristine,432,0.453924567993155,0.45396158281046073,0.016098682103199213,0.011489197530864196,0.3193595679012346,0.05248333309859351,0.8449074074074074
PVC,submicron-to-small,sphere,UV-aged,216,0.45375896203709454,0.4535989430817373,0.01607497943983748,0.012901234567901234,0.32132716049382715,0.052249811005861777,0.8472222222222222
PP,submicron-to-small,fiber,pristine,216,0.4528765931450973,0.45286435039767764,0.016059122853600668,0.017037037037037038,0.3231327160493827,0.05199793285744066,0.8472222222222222
PVC,small microplastic,fragment,UV-aged,216,0.45249602163762154,0.45254382070547644,0.016069869053247393,0.013888888888888888,0.3210956790123457,0.05222931351791146,0.8518518518518519
PET,larger microplastic,fiber,oxidized,216,0.4524354209274791,0.45252370545703435,0.016126838976597654,0.01212962962962963,0.3202160493827161,0.052732500133398724,0.8333333333333334
